date,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested,Alpha,B.1.1.277,B.1.1.302,B.1.1.519,B.1.160,B.1.177,B.1.221,B.1.258,B.1.367,B.1.620,Beta,Delta,Epsilon,Eta,Gamma,Iota,Kappa,Lambda,Mu,Omicron,S:677H.Robin1,S:677P.Pelican,non_who,others,unknown
2020-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-01-20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-21,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-01-22,4,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2020-01-23,1,0,0,1,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-01-24,1,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-01-25,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26,2,0,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-01-27,0,0,0,1,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29,0,0,0,1,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30,1,0,0,0,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-01-31,1,0,0,3,13,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-01,0,0,0,0,14,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,3,0,0,0,17,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2020-02-03,2,0,0,3,19,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-02-04,2,0,0,4,21,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-02-05,0,0,0,0,22,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-06,2,0,0,1,24,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-02-07,1,0,0,0,25,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-08,0,0,0,2,25,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,0,0,0,0,25,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,1,0,0,1,26,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-11,0,0,0,1,26,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,1,0,0,1,28,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-13,2,0,0,1,30,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-02-14,2,0,0,0,32,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-02-15,0,0,0,3,32,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,0,0,0,2,32,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,2,0,0,1,44,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-02-18,0,0,0,0,44,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,1,0,0,6,45,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-20,2,0,0,1,48,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-02-21,6,0,0,1,54,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2020-02-22,4,0,0,1,58,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2020-02-23,1,0,0,0,59,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-02-24,9,0,0,2,69,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2020-02-25,5,0,0,1,76,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2020-02-26,19,2,0,0,95,2,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2020-02-27,4,1,0,6445,99,3,0,6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2020-02-28,8,2,0,3,108,5,0,6490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2020-02-29,12,1,0,62,120,6,0,6555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2020-03-01,17,3,0,99,154,9,0,6655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2020-03-02,47,3,0,204,200,13,0,6859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
2020-03-03,56,3,0,267,256,16,0,7139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
2020-03-04,75,2,0,335,327,19,0,8035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
2020-03-05,75,5,0,1483,389,24,0,9556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
2020-03-06,154,7,0,2109,472,33,0,11734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
2020-03-07,140,1,0,854,590,34,0,12666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
2020-03-08,169,4,0,1136,771,40,0,13813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
2020-03-09,306,4,0,2069,1077,46,0,15882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306
2020-03-10,432,2,0,3341,1509,50,0,19223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432
2020-03-11,427,6,0,4471,1936,49,0,23694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427
2020-03-12,669,9,0,6766,2606,57,0,30460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669
2020-03-13,859,5,0,9888,3468,59,0,40348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859
2020-03-14,1031,8,0,9812,4500,71,0,50160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031
2020-03-15,1264,15,0,10258,5764,82,0,60418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1264
2020-03-16,1708,23,0,23279,7471,106,0,83738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1708
2020-03-17,2130,24,0,26793,9601,130,0,110532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130
2020-03-18,3356,26,0,32707,12957,157,0,143239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3356
2020-03-19,4638,51,0,39593,17595,209,0,182832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4638
2020-03-20,6073,70,0,49592,23668,274,0,232424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6073
2020-03-21,6964,62,0,52213,30632,339,0,284637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6964
2020-03-22,9230,145,0,51963,39862,483,0,336600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9230
2020-03-23,11211,102,0,57495,51073,583,17,394096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11211
2020-03-24,10933,235,0,87181,62006,819,17,481277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10933
2020-03-25,12660,242,4,82010,74666,1060,167,563287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12660
2020-03-26,17585,313,44,107021,92251,1373,125,670308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17585
2020-03-27,19227,412,89,100866,111478,1786,375,771174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19227
2020-03-28,19785,550,75,111085,131263,2337,434,882260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19785
2020-03-29,19721,507,110,86475,150984,2842,544,968735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19721
2020-03-30,21180,583,32,100478,172164,3425,371,1069213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21180
2020-03-31,25015,909,100,115042,197179,4335,733,1184255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25015
2020-04-01,26163,1006,240,122246,223342,5340,973,1306502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26163
2020-04-02,28183,1174,162,130988,251525,6514,1160,1437490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28183
2020-04-03,31991,1288,413,142186,283516,7802,2012,1579676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31991
2020-04-04,32993,1477,484,229905,316509,9279,2356,1809581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32993
2020-04-05,25829,1337,41,128587,342338,10616,2397,1938168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25829
2020-04-06,28385,1313,411,136715,370723,11929,3191,2074883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28385
2020-04-07,30493,2042,739,170275,401216,13971,3959,2245159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30493
2020-04-08,30930,1999,698,165140,432146,15970,4792,2410299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30930
2020-04-09,34868,2053,1751,170277,467014,18023,6543,2580576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34868
2020-04-10,33793,2081,1000,155725,500807,20104,8070,2736301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33793
2020-04-11,31290,2078,1485,158124,532097,22182,9555,2894425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31290
2020-04-12,28249,1698,621,139604,560346,23880,10176,3034029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28249
2020-04-13,24162,1630,986,125644,584508,25510,11380,3159674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24162
2020-04-14,26036,2354,1322,159690,610544,27864,12702,3319364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26036
2020-04-15,29656,2540,1459,148882,640200,30404,14161,3468245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29656
2020-04-16,31293,2196,2408,183119,671493,32600,16569,3651364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31293
2020-04-17,31598,2116,1414,171809,703091,34716,18373,3823173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31598
2020-04-18,27627,1896,4525,171635,730718,36612,25540,3994809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27627
2020-04-19,26919,1764,1602,148428,757637,38376,27142,4143237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26919
2020-04-20,24401,1814,540,143897,782038,40190,27682,4287134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24401
2020-04-21,27380,2476,1867,166415,809418,42666,29534,4453549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27380
2020-04-22,29175,2148,3157,334559,838593,44814,47618,4788108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29175
2020-04-23,31984,1803,1898,217704,870577,46617,49516,5005812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31984
2020-04-24,31221,1971,2331,245965,901798,48588,51847,5251778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31221
2020-04-25,40992,1634,7403,272812,942790,50222,59250,5524590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40992
2020-04-26,26907,1210,1851,203991,969697,51432,61101,5728580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26907
2020-04-27,22732,1273,3644,195643,992429,52705,64745,5924224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22732
2020-04-28,24937,2078,1053,215706,1017366,54783,65798,6139929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24937
2020-04-29,26238,2686,2598,255282,1043604,57469,71809,6395211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26238
2020-04-30,30307,2154,2197,275879,1073911,59623,77358,6671091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30307
2020-05-01,32623,1812,2979,284527,1106534,61435,84683,6955618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32623
2020-05-02,29263,1520,9847,270942,1135797,62955,94530,7226560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29263
2020-05-03,25828,1247,2037,239966,1161625,64202,96567,7466526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25828
2020-05-04,22240,981,6838,236487,1183865,65183,104265,7703013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22240
2020-05-05,22460,2494,2662,279468,1206325,67677,106927,7982481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22460
2020-05-06,25149,1929,3813,293378,1231474,69606,110755,8275859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25149
2020-05-07,27293,2732,4051,329147,1258767,72338,114806,8605007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27293
2020-05-08,27149,1787,2916,312112,1285916,74125,117722,8917119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27149
2020-05-09,25206,1459,11421,321773,1311122,75584,129143,9238892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25206
2020-05-10,21375,1026,2458,274394,1332497,76610,131601,9513287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21375
2020-05-11,18057,887,6842,372067,1350554,77497,138443,9885353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18057,18057,0
2020-05-12,22413,1516,6316,339891,1372967,79013,144759,10225244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22413,22413,0
2020-05-13,21389,1725,3345,346560,1394356,80738,148104,10571804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21389,21389,0
2020-05-14,26623,1845,2338,388761,1420979,82583,150442,10960565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26623,26623,0
2020-05-15,25732,1535,3563,408037,1446711,84118,154005,11368603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25732,25732,0
2020-05-16,23710,1249,9378,392896,1470421,85367,163383,11761499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23710,23710,0
2020-05-17,20517,862,2642,349322,1490938,86229,166025,12110821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20517,20517,0
2020-05-18,20538,852,7538,347632,1511476,87081,173563,12458453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20538,20538,0
2020-05-19,20564,1325,5635,422654,1532040,88406,179198,12881108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20564,20564,0
2020-05-20,21432,1396,4251,450180,1553472,89802,183449,13331288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21432,21432,0
2020-05-21,26561,1382,2672,497925,1580033,91184,186121,13829213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26561,26561,0
2020-05-22,24064,1288,4935,450483,1604097,92472,236774,14279696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24064,24064,0
2020-05-23,22525,1034,10345,443572,1626622,93506,247119,14723268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22525,22525,0
2020-05-24,19276,691,4142,389055,1645898,94197,251261,15112323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19276,19276,0
2020-05-25,18333,557,8711,407547,1664231,94754,259972,15519871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18333,18333,0
2020-05-26,16572,669,4639,316225,1680803,95423,264611,15836096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16572,16572,0
2020-05-27,19265,1340,6395,416697,1700068,96763,271006,16252793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19265,19265,0
2020-05-28,22803,1235,7346,494405,1722871,97998,356460,16747199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22803,22803,0
2020-05-29,23848,1175,5676,507229,1746719,99173,362136,17254428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23848,23848,0
2020-05-30,23358,923,9213,480363,1770077,100096,371349,17734792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23358,23358,0
2020-05-31,21696,655,5611,428851,1791773,100751,376960,18163643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21696,21696,0
2020-06-01,19966,676,8548,417971,1811739,101427,385508,18581614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19966,19966,0
2020-06-02,19964,984,4845,449624,1831703,102411,390353,19031238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19964,19964,0
2020-06-03,20146,973,7194,505628,1851849,103384,404290,19536866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20146,20146,0
2020-06-04,20512,882,11011,497042,1872361,104266,415301,20033908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20512,20512,0
2020-06-05,23087,834,5366,620767,1895448,105100,420667,20654676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23087,23087,0
2020-06-06,22666,709,8068,555263,1918114,105809,428735,21209939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22666,22666,0
2020-06-07,19033,450,4382,436619,1937147,106259,433117,21646558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19033,19033,0
2020-06-08,16979,674,6386,406060,1954126,106933,439503,22052619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16979,16979,0
2020-06-09,16908,895,5490,455788,1971034,107828,444993,22508407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16908,16908,0
2020-06-10,20892,893,7207,486493,1991926,108721,452200,22994901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20892,20892,0
2020-06-11,21992,897,9231,486321,2013918,109618,461431,23481222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21992,21992,0
2020-06-12,23147,767,6609,623826,2037065,110385,468040,24105048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23147,23147,0
2020-06-13,25431,692,8086,544620,2062496,111077,476126,24649668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25431,25431,0
2020-06-14,21638,355,4471,473814,2084134,111432,480597,25123483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21638,21638,0
2020-06-15,18215,383,8201,447442,2102349,111815,488798,25570924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18215,18215,0
2020-06-16,22858,726,6426,499644,2125207,112541,495224,26070568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22858,22858,0
2020-06-17,24247,778,7696,564260,2149454,113319,502920,26634828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24247,24247,0
2020-06-18,26966,681,8672,561359,2176420,114000,511592,27196188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26966,26966,0
2020-06-19,30812,660,6334,664266,2207232,114660,517926,27860454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30812,30812,0
2020-06-20,32245,611,9961,605661,2239477,115271,527887,28466115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32245,32245,0
2020-06-21,29131,295,3990,503047,2268608,115566,531877,28969162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29131,29131,0
2020-06-22,26827,290,9350,498246,2295435,115856,541227,29467408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26827,26827,0
2020-06-23,33459,728,6812,670694,2328894,116584,548039,30138102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33459,33459,0
2020-06-24,39194,705,8211,618880,2368088,117289,556250,30756982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39194,39194,0
2020-06-25,39700,654,7430,711352,2407788,117943,563680,31468334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39700,39700,0
2020-06-26,44381,608,6482,739062,2452169,118551,570162,32207396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44381,44381,0
2020-06-27,43175,511,7687,717082,2495344,119062,577849,32924478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43175,43175,0
2020-06-28,41753,273,5103,610110,2537097,119335,582952,33534588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41753,41753,0
2020-06-29,39304,337,10204,661188,2576401,119672,593156,34195776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39304,39304,0
2020-06-30,46979,583,14948,710396,2623380,120255,608104,34906172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46979,46979,0
2020-07-01,51181,697,8223,733385,2674561,120952,616327,35639557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51181,51181,0
2020-07-02,53475,699,11552,774479,2728036,121651,666866,36414036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53475,53475,0
2020-07-03,54068,599,7477,792960,2782104,122250,674343,37206996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54068,54068,0
