date,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested,Alpha,B.1.1.277,B.1.1.302,B.1.1.519,B.1.160,B.1.177,B.1.221,B.1.258,B.1.367,B.1.620,Beta,Delta,Epsilon,Eta,Gamma,Iota,Kappa,Lambda,Mu,Omicron,S:677H.Robin1,S:677P.Pelican,non_who,others,unknown
2022-08-06,10943,28,0,0,91913887,1029831,0,4107614,0,0,0,0,0,0,0,0,0,0,0,2189,0,0,0,0,0,0,0,8754,0,0,0,0,0
2022-08-07,10160,11,0,0,91924047,1029842,0,4107614,0,0,0,0,0,0,0,0,0,0,0,2032,0,0,0,0,0,0,0,8128,0,0,0,0,0
2022-08-08,145743,563,0,0,92069790,1030405,0,4107614,0,0,0,0,0,0,0,0,0,0,0,29149,0,0,0,0,0,0,0,116594,0,0,0,0,0
2022-08-09,129004,562,0,0,92198794,1030967,0,4107614,0,0,0,0,0,0,0,0,0,0,0,25801,0,0,0,0,0,0,0,103203,0,0,0,0,0
2022-08-10,172821,852,0,0,92371615,1031819,0,4107614,0,0,0,0,0,0,0,0,0,0,0,34564,0,0,0,0,0,0,0,138257,0,0,0,0,0
2022-08-11,137291,701,0,0,92508906,1032520,0,4107614,0,0,0,0,0,0,0,0,0,0,0,27458,0,0,0,0,0,0,0,109833,0,0,0,0,0
2022-08-12,121963,671,0,0,92630869,1033191,0,4107614,0,0,0,0,0,0,0,0,0,0,0,24393,0,0,0,0,0,0,0,97570,0,0,0,0,0
2022-08-13,6970,18,0,0,92637839,1033209,0,4107614,0,0,0,0,0,0,0,0,0,0,0,1394,0,0,0,0,0,0,0,5576,0,0,0,0,0
2022-08-14,10773,12,0,0,92648612,1033221,0,4107614,0,0,0,0,0,0,0,0,0,0,0,2155,0,0,0,0,0,0,0,8618,0,0,0,0,0
2022-08-15,129572,555,0,0,92778184,1033776,0,4107614,0,0,0,0,0,0,0,0,0,0,0,25914,0,0,0,0,0,0,0,103658,0,0,0,0,0
2022-08-16,120959,472,0,0,92899143,1034248,0,4107614,0,0,0,0,0,0,0,0,0,0,0,24192,0,0,0,0,0,0,0,96767,0,0,0,0,0
2022-08-17,158251,960,0,0,93057394,1035208,0,4107614,0,0,0,0,0,0,0,0,0,0,0,31650,0,0,0,0,0,0,0,126601,0,0,0,0,0
2022-08-18,126768,608,0,0,93184162,1035816,0,4107614,0,0,0,0,0,0,0,0,0,0,0,25354,0,0,0,0,0,0,0,101414,0,0,0,0,0
2022-08-19,108824,531,0,0,93292986,1036347,0,4107614,0,0,0,0,0,0,0,0,0,0,0,21765,0,0,0,0,0,0,0,87059,0,0,0,0,0
2022-08-20,8019,27,0,0,93301005,1036374,0,4107614,0,0,0,0,0,0,0,0,0,0,0,1604,0,0,0,0,0,0,0,6415,0,0,0,0,0
2022-08-21,8620,8,0,0,93309625,1036382,0,4107614,0,0,0,0,0,0,0,0,0,0,0,1724,0,0,0,0,0,0,0,6896,0,0,0,0,0
2022-08-22,120825,593,0,0,93430450,1036975,0,4107614,0,0,0,0,0,0,0,0,0,0,0,24165,0,0,0,0,0,0,0,96660,0,0,0,0,0
2022-08-23,105499,505,0,0,93535949,1037480,0,4107614,0,0,0,0,0,0,0,0,0,0,0,21100,0,0,0,0,0,0,0,84399,0,0,0,0,0
2022-08-24,172098,919,0,0,93708047,1038399,0,4107614,0,0,0,0,0,0,0,0,0,0,0,34420,0,0,0,0,0,0,0,137678,0,0,0,0,0
2022-08-25,111393,644,0,0,93819440,1039043,0,4107614,0,0,0,0,0,0,0,0,0,0,0,22279,0,0,0,0,0,0,0,89114,0,0,0,0,0
2022-08-26,102644,637,0,0,93922084,1039680,0,4107614,0,0,0,0,0,0,0,0,0,0,0,20529,0,0,0,0,0,0,0,82115,0,0,0,0,0
2022-08-27,8930,30,0,0,93931014,1039710,0,4107614,0,0,0,0,0,0,0,0,0,0,0,1786,0,0,0,0,0,0,0,7144,0,0,0,0,0
2022-08-28,8621,3,0,0,93939635,1039713,0,4107614,0,0,0,0,0,0,0,0,0,0,0,1724,0,0,0,0,0,0,0,6897,0,0,0,0,0
2022-08-29,112418,591,0,0,94052053,1040304,0,4107614,0,0,0,0,0,0,0,0,0,0,0,22484,0,0,0,0,0,0,0,89934,0,0,0,0,0
2022-08-30,117319,467,0,0,94169372,1040771,0,4107614,0,0,0,0,0,0,0,0,0,0,0,23464,0,0,0,0,0,0,0,93855,0,0,0,0,0
2022-08-31,152946,1403,0,0,94322318,1042174,0,4107614,0,0,0,0,0,0,0,0,0,0,0,30589,0,0,0,0,0,0,0,122357,0,0,0,0,0
2022-09-01,108825,713,0,0,94431143,1042887,0,4107614,0,0,0,0,0,0,0,0,0,0,0,21765,0,0,0,0,0,0,0,87060,0,0,0,0,0
2022-09-02,88502,502,0,0,94519645,1043389,0,4107614,0,0,0,0,0,0,0,0,0,0,0,17700,0,0,0,0,0,0,0,70802,0,0,0,0,0
2022-09-03,7526,19,0,0,94527171,1043408,0,4107614,0,0,0,0,0,0,0,0,0,0,0,1505,0,0,0,0,0,0,0,6021,0,0,0,0,0
2022-09-04,5892,1,0,0,94533063,1043409,0,4107614,0,0,0,0,0,0,0,0,0,0,0,1178,0,0,0,0,0,0,0,4714,0,0,0,0,0
2022-09-05,18537,53,0,0,94551600,1043462,0,4107614,0,0,0,0,0,0,0,0,0,0,0,3707,0,0,0,0,0,0,0,14830,0,0,0,0,0
2022-09-06,125989,628,0,0,94677589,1044090,0,4107614,0,0,0,0,0,0,0,0,0,0,0,25198,0,0,0,0,0,0,0,100791,0,0,0,0,0
2022-09-07,144151,829,0,0,94840522,1044912,0,0,0,0,0,0,0,0,0,0,0,0,0,28830,0,0,0,0,0,0,0,115321,0,0,0,0,0
2022-09-08,88425,674,0,0,94928947,1045586,0,0,0,0,0,0,0,0,0,0,0,0,0,17685,0,0,0,0,0,0,0,70740,0,0,0,0,0
2022-09-09,73885,533,0,0,95002832,1046119,0,0,0,0,0,0,0,0,0,0,0,0,0,14777,0,0,0,0,0,0,0,59108,0,0,0,0,0
2022-09-10,3227,26,0,0,95006059,1046145,0,0,0,0,0,0,0,0,0,0,0,0,0,645,0,0,0,0,0,0,0,2582,0,0,0,0,0
2022-09-11,11464,19,0,0,95017523,1046164,0,0,0,0,0,0,0,0,0,0,0,0,0,2293,0,0,0,0,0,0,0,9171,0,0,0,0,0
2022-09-12,87513,569,0,0,95105036,1046733,0,0,0,0,0,0,0,0,0,0,0,0,0,17503,0,0,0,0,0,0,0,70010,0,0,0,0,0
2022-09-13,61642,522,0,0,95166678,1047255,0,0,0,0,0,0,0,0,0,0,0,0,0,12328,0,0,0,0,0,0,0,49314,0,0,0,0,0
2022-09-14,115724,985,0,0,95282402,1048240,0,0,0,0,0,0,0,0,0,0,0,0,0,23145,0,0,0,0,0,0,0,92579,0,0,0,0,0
2022-09-15,94168,756,0,0,95376570,1048996,0,0,0,0,0,0,0,0,0,0,0,0,0,18834,0,0,0,0,0,0,0,75334,0,0,0,0,0
2022-12-30,-31136,0,0,0,103487,0,34985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
